tag,game_id,winner,white,black,half_turns,engine1_pieces,engine2_pieces,engine1_time,engine2_time,end_state
turbo3_timed_10000,97,1,1,2,57,11,7,289.62,279.61,6Rk/B5R1/5r1p/2p1pN2/4P3/b3K3/PrP2PPP/8 b - - 0 29
turbo3_timed_10000,98,1,2,1,98,12,4,489.27,489.34,r1b2rk1/pp5p/5np1/3p4/4B3/q6P/2p5/K6R w - - 0 50
turbo3_timed_10000,99,1,1,2,169,5,1,848.81,838.93,4K3/8/5Q2/3P4/5k2/5P2/5P2/8 b - - 6 85
turbo3_timed_10000,100,1,2,1,116,6,1,579.20,579.21,8/5bpp/8/8/8/K1k5/8/q5n1 w - - 4 59
turbo3_timed_10000,101,1,1,2,103,11,5,519.27,509.27,k1Q5/p4p2/B7/2nPP3/5B2/P7/1PP1NK2/R6r b - - 0 52
turbo3_timed_10000,102,2,2,1,97,4,5,479.34,489.32,1Q1Qkr2/8/8/p3N2p/3R4/8/8/6K1 b - - 0 49
turbo3_timed_10000,103,1,1,2,51,14,4,259.65,249.66,2r2r2/P5Rp/5P2/3Q4/6k1/4P3/1PPP1PP1/2B1K1NR b K - 0 26
turbo3_timed_10000,104,1,2,1,42,14,6,209.70,209.65,r1b1k1n1/pppp1pp1/8/5n2/2B1p3/4qP2/2P3P1/1R3K1r w q - 0 22
turbo3_timed_10000,105,2,1,2,114,5,5,569.21,569.19,8/6kP/8/5B2/3p1PP1/8/1b4q1/5b1K w - - 15 58
turbo3_timed_10000,106,1,2,1,78,8,4,389.45,389.41,3k4/1b5B/p4pp1/4p3/7P/7n/5r2/4B1K1 w - - 4 40
turbo3_timed_10000,107,1,1,2,99,9,5,499.27,489.29,1Q2Q3/3k4/p4p2/4p1p1/1P2P3/6NP/P5KP/8 b - - 2 50
turbo3_timed_10000,108,2,2,1,119,2,7,589.13,599.12,1k1Q4/7R/8/2P5/7P/2P1KN2/p7/8 b - - 0 60
turbo3_timed_10000,109,1,1,2,71,13,4,359.50,349.52,5r2/5p2/8/4B1Qk/3p4/1P2P2P/P1PP1P1P/R5RK b - - 1 36
turbo3_timed_10000,110,2,2,1,89,7,7,439.36,449.38,1r2Rk2/6p1/2QBq3/3pN2p/8/7P/5rPK/8 b - - 11 45
turbo3_timed_10000,111,1,1,2,79,10,5,399.45,389.44,2kR4/4R3/1Bp5/p1P2p1b/5N2/PP6/5KPP/8 b - - 5 40
turbo3_timed_10000,112,2,2,1,85,5,8,419.41,429.44,5Bk1/6Q1/7p/4Pp1P/3p4/3P2P1/p1PK4/8 b - - 0 43
turbo3_timed_10000,113,0,1,2,76,13,10,379.40,379.49,5b1r/p1pr1ppp/3k4/8/4Q3/1P2PP2/P1PP2qP/RN2K1NR w KQ - 49 39
turbo3_timed_10000,114,2,2,1,81,7,4,399.45,409.46,4k3/4QR2/p2p4/1p1rp3/7K/7p/P7/8 b - - 1 41
turbo3_timed_10000,115,2,1,2,54,9,10,269.59,269.65,2kr4/ppp2p2/8/2b1p2Q/2b1P2P/5P2/PP2q3/R4K1R w - - 0 28
turbo3_timed_10000,116,2,2,1,63,10,11,309.62,319.54,rk2Qb1r/p1R1pBp1/3p4/3N2B1/3n3p/P6N/1P4P1/4R1K1 b - - 6 32
turbo3_timed_10000,117,1,1,2,89,10,2,449.39,439.41,k2R4/1R6/8/2N2p2/P2P4/4P3/2PK1P1P/8 b - - 2 45
turbo3_timed_10000,118,1,2,1,62,10,8,309.65,309.55,7r/pbp2pk1/1p2Q1p1/4P3/5P2/P1p1P3/6RP/3r3K w - - 1 32
turbo3_timed_10000,119,1,1,2,39,14,11,199.70,189.77,3Qk2r/1b2Bpb1/rn3n2/4p1pp/8/1P6/2PP1PPP/RN2KBNR b KQk - 3 20
