tag,game_id,winner,white,black,half_turns,engine1_pieces,engine2_pieces,engine1_time,engine2_time,end_state
turbo1_6_8000,19,1,1,2,95,7,5,89.57,376.48,8/3r4/2R3p1/8/1p3P2/3p1N2/4kPKP/4R3 b - - 10 48
turbo1_6_8000,20,2,2,1,65,11,9,87.28,264.32,1n3Q1k/rbp2p1p/1p1p4/1P1Pp3/P7/6PR/5PB1/3n1K2 b - - 0 33
turbo1_6_8000,21,2,1,2,108,5,5,81.99,432.58,2Q5/p7/P1P5/6p1/8/7p/4k2P/5q1K w - - 0 55
turbo1_6_8000,22,2,2,1,41,11,10,33.16,168.23,2Q1kbnr/p3ppp1/6b1/7p/7P/qN6/P4PP1/2R1K1NR b K - 2 21
turbo1_6_8000,23,2,1,2,48,9,9,48.22,192.25,r7/6kp/b4np1/p2p4/8/2P1PP2/P3q2P/R1B1K2R w KQ - 1 25
turbo1_6_8000,24,1,2,1,90,12,4,110.84,360.47,5rk1/pb4p1/4p3/1pp3p1/2n1n1P1/5K1B/R2r4/8 w - - 12 46
turbo1_6_8000,25,1,1,2,65,13,2,54.04,256.34,8/8/4Q3/7p/4P1k1/3PPN2/PPP3PP/R1B3K1 b - - 3 33
turbo1_6_8000,26,1,2,1,86,10,1,40.88,344.49,rn4rk/5p2/2p5/p3p3/5p1K/8/7q/8 w - - 6 44
turbo1_6_8000,27,1,1,2,73,10,4,55.50,288.45,5R2/8/1P2p3/p1p1kB2/5P2/1P2P3/P6P/3R1K2 b - f3 0 37
turbo1_6_8000,28,1,2,1,92,8,3,70.64,368.49,4k3/6p1/2p5/1q2p2p/4n3/7P/2P5/4Kr2 w - - 4 47
turbo1_6_8000,29,1,1,2,93,10,5,113.95,368.50,5k2/3Q4/4B1pp/pp2P3/3PK3/6R1/PP5P/5R2 b - - 1 47
turbo1_6_8000,30,1,2,1,68,12,3,53.78,272.42,6k1/p1pp3p/4p1p1/p2n4/7P/6n1/2r5/2R1Kr2 w - - 5 35
turbo1_6_8000,31,1,1,2,49,13,7,57.19,192.28,4k3/4Q3/2pBN2p/pp3pp1/1P6/4P3/P1P2PPP/R3K2R b KQ - 1 25
turbo1_6_8000,32,1,2,1,58,10,4,41.82,232.38,8/p1k1pp1p/4b3/2p3p1/8/1PKr4/P2r4/1R6 w - - 6 30
turbo1_6_8000,33,1,1,2,97,9,3,129.69,384.54,8/6Q1/2R1k1p1/5p2/1N6/1P3P2/P5PP/6K1 b - - 8 49
turbo1_6_8000,34,1,2,1,104,10,2,82.55,416.55,7k/p2n3p/4pp2/2p5/4b1P1/8/5r2/Kr6 w - - 1 53
turbo1_6_8000,35,1,1,2,81,10,4,76.32,320.46,8/6Qk/5p1B/3P3p/2n4N/8/P4PPP/5K1R b - - 8 41
turbo1_6_8000,36,2,2,1,77,9,7,105.51,313.66,r6k/pp2R2Q/8/2p2p2/r6P/2p1KNq1/6P1/4R3 b - - 0 39
turbo1_6_8000,37,2,1,2,44,12,11,57.69,176.23,1r3rk1/Q1p2ppp/8/8/Pp4n1/1P1bP1P1/4RPP1/RNB2K1q w - - 2 23
turbo1_6_8000,38,1,2,1,86,10,2,41.36,344.48,2k1r3/pp1n1ppp/8/5P2/5b2/1q6/3K4/8 w - - 6 44
turbo1_6_8000,39,1,1,2,91,10,9,134.59,360.56,1Q5R/2kr4/ppp5/P2p4/3PpK2/1PN1Pn2/R1Pr4/8 b - - 1 46
